http://dx.doi.org/10.1007/s10288-014-0263-6no abstract
http://dx.doi.org/10.1007/s10288-014-0263-6no keywords
http://dx.doi.org/10.1007/s10288-014-0263-6no regerences
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056230 no regerences
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056231 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056231 no regerences
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056232 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056232 no keywords
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056233 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056234 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056234 no keywords
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056235 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056235 no keywords
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056236 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056237 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056238 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056239 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056240 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056241 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056242 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056243 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056244 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056245 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056246 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056247 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056248 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056249 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056250 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056251 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056252 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056253 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056253 no regerences
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056276 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056276 no keywords
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056276 no regerences
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056278 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056278 no regerences
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056280 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056280 no regerences
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056254 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056255 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056256 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056257 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056258 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056258 no keywords
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056259 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056260 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056261 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056262 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056263 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056264 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056265 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056266 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056267 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056268 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056269 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056270 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056271 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056272 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056273 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056274 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056275 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056277 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056277 no regerences
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056279 no institution
http://doi.ieeecomputersociety.org/10.1109/TIT.1980.1056279 no regerences
http://dx.doi.org/10.1109/TIT.1979.1055985 no institution
http://dx.doi.org/10.1109/TIT.1979.1055986 no institution
http://dx.doi.org/10.1109/TIT.1979.1055987 no institution
http://dx.doi.org/10.1109/TIT.1979.1055988 no institution
http://dx.doi.org/10.1109/TIT.1979.1055989 no institution
http://dx.doi.org/10.1109/TIT.1979.1055990 no institution
http://dx.doi.org/10.1109/TIT.1979.1055983 no institution
http://dx.doi.org/10.1109/TIT.1979.1055984 no institution
http://dx.doi.org/10.1109/TIT.1979.1055980 no institution
http://dx.doi.org/10.1109/TIT.1979.1055981 no institution
http://dx.doi.org/10.1109/TIT.1979.1055982 no institution
http://dx.doi.org/10.1109/TIT.1979.1056003 no institution
http://dx.doi.org/10.1109/TIT.1979.1056004 no institution
http://dx.doi.org/10.1109/TIT.1979.1056005 no institution
http://dx.doi.org/10.1109/TIT.1979.1055998 no institution
http://dx.doi.org/10.1109/TIT.1979.1055999 no institution
http://dx.doi.org/10.1109/TIT.1979.1056000 no institution
http://dx.doi.org/10.1109/TIT.1979.1056001 no institution
http://dx.doi.org/10.1109/TIT.1979.1056002 no institution
http://dx.doi.org/10.1109/TIT.1979.1055991 no institution
http://dx.doi.org/10.1109/TIT.1979.1055992 no institution
http://dx.doi.org/10.1109/TIT.1979.1055993 no institution
http://dx.doi.org/10.1109/TIT.1979.1055994 no institution
http://dx.doi.org/10.1109/TIT.1979.1055995 no institution
http://dx.doi.org/10.1109/TIT.1979.1055996 no institution
http://dx.doi.org/10.1109/TIT.1979.1055997 no institution
http://dx.doi.org/10.1109/TIT.1979.1055997 no keywords
http://dx.doi.org/10.1109/TIT.1979.1056009 no institution
http://dx.doi.org/10.1109/TIT.1979.1056028 no institution
http://dx.doi.org/10.1109/TIT.1979.1056026 no institution
http://dx.doi.org/10.1109/TIT.1979.1056029 no institution
http://dx.doi.org/10.1109/TIT.1979.1056030 no institution
http://dx.doi.org/10.1109/TIT.1979.1056033 no institution
http://dx.doi.org/10.1109/TIT.1979.1056031 no institution
http://dx.doi.org/10.1109/TIT.1979.1056032 no institution
http://dx.doi.org/10.1109/TIT.1979.1056018 no institution
http://dx.doi.org/10.1109/TIT.1979.1056019 no institution
http://dx.doi.org/10.1109/TIT.1979.1056020 no institution
http://dx.doi.org/10.1109/TIT.1979.1056021 no institution
http://dx.doi.org/10.1109/TIT.1979.1056022 no institution
http://dx.doi.org/10.1109/TIT.1979.1056023 no institution
http://dx.doi.org/10.1109/TIT.1979.1056024 no institution
http://dx.doi.org/10.1109/TIT.1979.1056025 no institution
http://dx.doi.org/10.1109/TIT.1979.1056027 no institution
http://dx.doi.org/10.1109/TIT.1979.1056010 no institution
http://dx.doi.org/10.1109/TIT.1979.1056011 no institution
http://dx.doi.org/10.1109/TIT.1979.1056012 no institution
http://dx.doi.org/10.1109/TIT.1979.1056013 no institution
http://dx.doi.org/10.1109/TIT.1979.1056014 no institution
http://dx.doi.org/10.1109/TIT.1979.1056015 no institution
http://dx.doi.org/10.1109/TIT.1979.1056016 no institution
http://dx.doi.org/10.1109/TIT.1979.1056017 no institution
http://dx.doi.org/10.1109/TIT.1979.1056007 no institution
http://dx.doi.org/10.1109/TIT.1979.1056007 no regerences
http://dx.doi.org/10.1109/TIT.1979.1056008 no institution
http://dx.doi.org/10.1109/TIT.1979.1056008 no regerences
http://dx.doi.org/10.1109/TIT.1979.1056034 no institution
http://dx.doi.org/10.1109/TIT.1979.1056034 no regerences
http://dx.doi.org/10.1109/TIT.1979.1056050 no institution
http://dx.doi.org/10.1109/TIT.1979.1056051 no institution
http://dx.doi.org/10.1109/TIT.1979.1056037 no institution
http://dx.doi.org/10.1109/TIT.1979.1056045 no institution
http://dx.doi.org/10.1109/TIT.1979.1056046 no institution
http://dx.doi.org/10.1109/TIT.1979.1056047 no institution
http://dx.doi.org/10.1109/TIT.1979.1056048 no institution
http://dx.doi.org/10.1109/TIT.1979.1056035 no institution
http://dx.doi.org/10.1109/TIT.1979.1056049 no institution
http://dx.doi.org/10.1109/TIT.1979.1056039 no institution
http://dx.doi.org/10.1109/TIT.1979.1056040 no institution
http://dx.doi.org/10.1109/TIT.1979.1056041 no institution
http://dx.doi.org/10.1109/TIT.1979.1056043 no institution
http://dx.doi.org/10.1109/TIT.1979.1056044 no institution
http://dx.doi.org/10.1109/TIT.1979.1056044 no regerences
http://dx.doi.org/10.1109/TIT.1979.1056042 no institution
http://dx.doi.org/10.1109/TIT.1979.1056038 no institution
http://dx.doi.org/10.1109/TIT.1979.1056038 no regerences
http://dx.doi.org/10.1109/TIT.1979.1056067 no institution
http://dx.doi.org/10.1109/TIT.1979.1056068 no institution
http://dx.doi.org/10.1109/TIT.1979.1056069 no institution
http://dx.doi.org/10.1109/TIT.1979.1056070 no institution
http://dx.doi.org/10.1109/TIT.1979.1056071 no institution
http://dx.doi.org/10.1109/TIT.1979.1056071 no regerences
http://dx.doi.org/10.1109/TIT.1979.1056072 no institution
http://dx.doi.org/10.1109/TIT.1979.1056073 no institution
http://dx.doi.org/10.1109/TIT.1979.1056074 no institution
http://dx.doi.org/10.1109/TIT.1979.1056075 no institution
http://dx.doi.org/10.1109/TIT.1979.1056076 no institution
http://dx.doi.org/10.1109/TIT.1979.1056058 no institution
http://dx.doi.org/10.1109/TIT.1979.1056059 no institution
http://dx.doi.org/10.1109/TIT.1979.1056060 no institution
http://dx.doi.org/10.1109/TIT.1979.1056061 no institution
http://dx.doi.org/10.1109/TIT.1979.1056062 no institution
http://dx.doi.org/10.1109/TIT.1979.1056063 no institution
http://dx.doi.org/10.1109/TIT.1979.1056064 no institution
http://dx.doi.org/10.1109/TIT.1979.1056065 no institution
http://dx.doi.org/10.1109/TIT.1979.1056066 no institution
http://dx.doi.org/10.1109/TIT.1979.1056053 no institution
http://dx.doi.org/10.1109/TIT.1979.1056052 no institution
http://dx.doi.org/10.1109/TIT.1979.1056054 no institution
http://dx.doi.org/10.1109/TIT.1979.1056055 no institution
http://dx.doi.org/10.1109/TIT.1979.1056055 no keywords
http://dx.doi.org/10.1109/TIT.1979.1056057 no institution
http://dx.doi.org/10.1109/TIT.1979.1056057 no keywords
http://dx.doi.org/10.1109/TIT.1979.1056093 no institution
http://dx.doi.org/10.1109/TIT.1979.1056095 no institution
http://dx.doi.org/10.1109/TIT.1979.1056096 no institution
http://dx.doi.org/10.1109/TIT.1979.1056081 no institution
http://dx.doi.org/10.1109/TIT.1979.1056082 no institution
http://dx.doi.org/10.1109/TIT.1979.1056080 no institution
http://dx.doi.org/10.1109/TIT.1979.1056083 no institution
http://dx.doi.org/10.1109/TIT.1979.1056084 no institution
http://dx.doi.org/10.1109/TIT.1979.1056085 no institution
http://dx.doi.org/10.1109/TIT.1979.1056086 no institution
http://dx.doi.org/10.1109/TIT.1979.1056087 no institution
http://dx.doi.org/10.1109/TIT.1979.1056088 no institution
http://dx.doi.org/10.1109/TIT.1979.1056089 no institution
http://dx.doi.org/10.1109/TIT.1979.1056090 no institution
http://dx.doi.org/10.1109/TIT.1979.1056091 no institution
http://dx.doi.org/10.1109/TIT.1979.1056092 no institution
http://dx.doi.org/10.1109/TIT.1979.1056077 no institution
http://dx.doi.org/10.1109/TIT.1979.1056078 no institution
http://dx.doi.org/10.1109/TIT.1979.1056079 no institution
http://dx.doi.org/10.1109/TIT.1979.1056079 no keywords
http://dx.doi.org/10.1109/TIT.1979.1056103 no institution
http://dx.doi.org/10.1109/TIT.1979.1056104 no institution
http://dx.doi.org/10.1109/TIT.1979.1056105 no institution
http://dx.doi.org/10.1109/TIT.1979.1056106 no institution
http://dx.doi.org/10.1109/TIT.1979.1056107 no institution
http://dx.doi.org/10.1109/TIT.1979.1056108 no institution
http://dx.doi.org/10.1109/TIT.1979.1056109 no institution
http://dx.doi.org/10.1109/TIT.1979.1056110 no institution
http://dx.doi.org/10.1109/TIT.1979.1056111 no institution
http://dx.doi.org/10.1109/TIT.1979.1056112 no institution
http://dx.doi.org/10.1109/TIT.1979.1056113 no institution
http://dx.doi.org/10.1109/TIT.1979.1056115 no institution
http://dx.doi.org/10.1109/TIT.1979.1056116 no institution
http://dx.doi.org/10.1109/TIT.1979.1056114 no institution
http://dx.doi.org/10.1109/TIT.1979.1056117 no institution
http://dx.doi.org/10.1109/TIT.1979.1056118 no institution
http://dx.doi.org/10.1109/TIT.1979.1056119 no institution
http://dx.doi.org/10.1109/TIT.1979.1056120 no institution
http://dx.doi.org/10.1109/TIT.1979.1056098 no institution
http://dx.doi.org/10.1109/TIT.1979.1056100 no institution
http://dx.doi.org/10.1109/TIT.1979.1056097 no institution
http://dx.doi.org/10.1109/TIT.1979.1056099 no institution
http://dx.doi.org/10.1109/TIT.1979.1056101 no institution
http://dx.doi.org/10.1109/TIT.1979.1056102 no institution
http://dx.doi.org/10.1109/TIT.1979.1056121 no institution
http://dx.doi.org/10.1109/TIT.1978.1055822 no institution
http://dx.doi.org/10.1109/TIT.1978.1055820 no institution
http://dx.doi.org/10.1109/TIT.1978.1055823 no institution
http://dx.doi.org/10.1109/TIT.1978.1055824 no institution
http://dx.doi.org/10.1109/TIT.1978.1055825 no institution
http://dx.doi.org/10.1109/TIT.1978.1055818 no institution
http://dx.doi.org/10.1109/TIT.1978.1055812 no institution
http://dx.doi.org/10.1109/TIT.1978.1055819 no institution
http://dx.doi.org/10.1109/TIT.1978.1055821 no institution
http://dx.doi.org/10.1109/TIT.1978.1055827 no institution
http://dx.doi.org/10.1109/TIT.1978.1055815 no institution
http://dx.doi.org/10.1109/TIT.1978.1055816 no institution
http://dx.doi.org/10.1109/TIT.1978.1055817 no institution
http://dx.doi.org/10.1109/TIT.1978.1055813 no institution
http://dx.doi.org/10.1109/TIT.1978.1055814 no institution
http://dx.doi.org/10.1109/TIT.1978.1055840 no institution
http://dx.doi.org/10.1109/TIT.1978.1055841 no institution
http://dx.doi.org/10.1109/TIT.1978.1055832 no institution
http://dx.doi.org/10.1109/TIT.1978.1055833 no institution
http://dx.doi.org/10.1109/TIT.1978.1055834 no institution
http://dx.doi.org/10.1109/TIT.1978.1055835 no institution
http://dx.doi.org/10.1109/TIT.1978.1055836 no institution
http://dx.doi.org/10.1109/TIT.1978.1055836 no keywords
http://dx.doi.org/10.1109/TIT.1978.1055837 no institution
http://dx.doi.org/10.1109/TIT.1978.1055837 no keywords
http://dx.doi.org/10.1109/TIT.1978.1055838 no institution
http://dx.doi.org/10.1109/TIT.1978.1055838 no keywords
http://dx.doi.org/10.1109/TIT.1978.1055830 no institution
http://dx.doi.org/10.1109/TIT.1978.1055830 no regerences
http://dx.doi.org/10.1109/TIT.1978.1055831 no institution
http://dx.doi.org/10.1109/TIT.1978.1055831 no regerences
http://dx.doi.org/10.1109/TIT.1978.1055829 no institution
http://dx.doi.org/10.1109/TIT.1978.1055829 no regerences
http://dx.doi.org/10.1109/TIT.1978.1055865 no institution
http://dx.doi.org/10.1109/TIT.1978.1055866 no institution
http://dx.doi.org/10.1109/TIT.1978.1055867 no institution
http://dx.doi.org/10.1109/TIT.1978.1055857 no institution
http://dx.doi.org/10.1109/TIT.1978.1055858 no institution
http://dx.doi.org/10.1109/TIT.1978.1055859 no institution
http://dx.doi.org/10.1109/TIT.1978.1055860 no institution
http://dx.doi.org/10.1109/TIT.1978.1055861 no institution
http://dx.doi.org/10.1109/TIT.1978.1055862 no institution
http://dx.doi.org/10.1109/TIT.1978.1055863 no institution
http://dx.doi.org/10.1109/TIT.1978.1055864 no institution
http://dx.doi.org/10.1109/TIT.1978.1055851 no institution
http://dx.doi.org/10.1109/TIT.1978.1055852 no institution
http://dx.doi.org/10.1109/TIT.1978.1055853 no institution
http://dx.doi.org/10.1109/TIT.1978.1055854 no institution
http://dx.doi.org/10.1109/TIT.1978.1055855 no institution
http://dx.doi.org/10.1109/TIT.1978.1055856 no institution
http://dx.doi.org/10.1109/TIT.1978.1055845 no institution
http://dx.doi.org/10.1109/TIT.1978.1055846 no institution
http://dx.doi.org/10.1109/TIT.1978.1055847 no institution
http://dx.doi.org/10.1109/TIT.1978.1055848 no institution
http://dx.doi.org/10.1109/TIT.1978.1055849 no institution
http://dx.doi.org/10.1109/TIT.1978.1055850 no institution
http://dx.doi.org/10.1109/TIT.1978.1055842 no institution
http://dx.doi.org/10.1109/TIT.1978.1055843 no institution
http://dx.doi.org/10.1109/TIT.1978.1055844 no institution
http://dx.doi.org/10.1109/TIT.1978.1055868 no institution
http://dx.doi.org/10.1109/TIT.1978.1055868 no regerences
http://dx.doi.org/10.1109/TIT.1978.1055869 no institution
http://dx.doi.org/10.1109/TIT.1978.1055869 no regerences
http://dx.doi.org/10.1109/TIT.1978.1055870 no institution
http://dx.doi.org/10.1109/TIT.1978.1055870 no regerences
http://dx.doi.org/10.1109/TIT.1978.1055871 no institution
http://dx.doi.org/10.1109/TIT.1978.1055871 no regerences
http://dx.doi.org/10.1109/TIT.1978.1055893 no institution
http://dx.doi.org/10.1109/TIT.1978.1055894 no institution
http://dx.doi.org/10.1109/TIT.1978.1055887 no institution
http://dx.doi.org/10.1109/TIT.1978.1055888 no institution
http://dx.doi.org/10.1109/TIT.1978.1055889 no institution
http://dx.doi.org/10.1109/TIT.1978.1055890 no institution
http://dx.doi.org/10.1109/TIT.1978.1055891 no institution
http://dx.doi.org/10.1109/TIT.1978.1055892 no institution
http://dx.doi.org/10.1109/TIT.1978.1055880 no institution
http://dx.doi.org/10.1109/TIT.1978.1055881 no institution
http://dx.doi.org/10.1109/TIT.1978.1055882 no institution
http://dx.doi.org/10.1109/TIT.1978.1055883 no institution
http://dx.doi.org/10.1109/TIT.1978.1055884 no institution
